Unit price,Quantity,Tax 5%,Total,cogs,gross margin percentage,gross income
80.08,3,12.012,252.252,240.24,4.761904762,12.012
86.13,2,8.613,180.873,172.26,4.761904762,8.613
49.92,2,4.992,104.832,99.84,4.761904762,4.992
74.66,4,14.932,313.572,298.64,4.761904762,14.932
26.6,6,7.98,167.58,159.6,4.761904762,7.98
25.45,1,1.2725,26.7225,25.45,4.761904762,1.2725
67.77,1,3.3885,71.1585,67.77,4.761904762,3.3885
59.59,4,11.918,250.278,238.36,4.761904762,11.918
58.15,4,11.63,244.23,232.6,4.761904762,11.63
97.48,9,43.866,921.186,877.32,4.761904762,43.866
99.96,7,34.986,734.706,699.72,4.761904762,34.986
96.37,7,33.7295,708.3195,674.59,4.761904762,33.7295
63.71,5,15.9275,334.4775,318.55,4.761904762,15.9275
14.76,2,1.476,30.996,29.52,4.761904762,1.476
62,8,24.8,520.8,496,4.761904762,24.8
82.34,10,41.17,864.57,823.4,4.761904762,41.17
75.37,8,30.148,633.108,602.96,4.761904762,30.148
56.56,5,14.14,296.94,282.8,4.761904762,14.14
76.6,10,38.3,804.3,766,4.761904762,38.3
58.03,2,5.803,121.863,116.06,4.761904762,5.803
17.49,10,8.745,183.645,174.9,4.761904762,8.745
60.95,1,3.0475,63.9975,60.95,4.761904762,3.0475
40.35,1,2.0175,42.3675,40.35,4.761904762,2.0175
97.38,10,48.69,1022.49,973.8,4.761904762,48.69
31.84,1,1.592,33.432,31.84,4.761904762,1.592
65.82,1,3.291,69.111,65.82,4.761904762,3.291
88.34,7,30.919,649.299,618.38,4.761904762,30.919
